Machine_Type,Temperature_C,Vibration_mm_s,RPM,Pressure_bar,Humidity_percent,Power_kW,Status
CNC,35.33,3.86,3374,6.1,62.14,3.63,Normal
CNC,32.67,3.59,3194,5.5,41.06,4.13,Normal
CNC,75.71,7.56,3897,7.23,40.99,6.45,Anomaly
CNC,87.39,7.74,3598,10.3,33.99,7.3,Anomaly
CNC,40.25,2.02,3231,6.19,46.9,4.29,Normal
CNC,84.01,6.92,3658,8.03,59.93,6.87,Anomaly
CNC,34.29,2.09,3304,4.98,61.45,4.43,Normal
CNC,41.66,2.61,3143,5.97,45.75,4.08,Normal
CNC,42.47,3.03,3194,5.27,68.21,4.58,Normal
CNC,45.91,2.77,2815,5.84,57.98,5.0,Normal
CNC,48.26,3.42,3921,6.62,46.37,3.45,Normal
CNC,55.0,3.01,3211,6.7,44.91,3.83,Normal
CNC,48.21,3.41,3079,5.63,48.37,4.0,Normal
CNC,33.35,2.22,3169,5.29,69.08,4.81,Normal
CNC,39.39,2.46,3244,5.29,34.82,5.22,Normal
CNC,48.98,2.76,3363,6.66,45.85,5.4,Normal
CNC,32.19,2.11,2935,5.9,44.0,4.06,Normal
CNC,82.2,7.07,3854,8.45,47.59,9.23,Anomaly
CNC,43.89,1.98,3628,6.16,37.58,4.52,Normal
CNC,45.63,2.57,3152,7.19,54.91,4.31,Normal
CNC,50.35,2.65,2974,6.98,32.76,4.26,Normal
CNC,39.18,3.13,3619,6.32,61.12,2.82,Normal
CNC,40.19,3.89,2518,5.62,58.51,3.91,Normal
CNC,41.44,3.39,3588,5.62,48.36,4.08,Normal
CNC,51.78,2.73,2372,5.37,44.51,4.01,Normal
CNC,45.76,2.71,2623,6.08,41.92,3.44,Normal
CNC,44.49,1.3,3016,6.27,41.87,4.05,Normal
CNC,51.46,1.81,3227,4.11,62.17,4.25,Normal
CNC,48.82,2.44,3380,5.41,64.29,3.66,Normal
CNC,34.36,2.25,3554,4.88,63.48,3.96,Normal
CNC,47.62,2.42,3096,5.99,31.62,4.57,Normal
CNC,80.19,7.39,4764,8.78,42.76,7.41,Anomaly
CNC,44.25,1.85,3523,7.13,45.42,3.5,Normal
CNC,44.87,1.81,2849,6.08,51.72,5.34,Normal
CNC,38.36,3.45,3495,5.55,51.9,4.4,Normal
CNC,83.79,7.59,5012,10.38,46.61,7.38,Anomaly
CNC,43.04,2.41,3298,5.71,38.13,3.51,Normal
CNC,40.93,3.98,3046,5.98,36.23,4.42,Normal
CNC,49.05,3.77,2819,6.02,43.51,4.28,Normal
CNC,39.33,3.78,3378,6.92,31.47,4.07,Normal
CNC,38.48,1.91,3080,4.9,67.94,3.87,Normal
CNC,63.14,2.57,3113,5.32,40.97,4.81,Normal
CNC,42.23,1.98,2663,5.75,53.84,4.11,Normal
CNC,34.77,4.21,3684,5.61,35.8,3.75,Normal
CNC,79.69,7.31,3345,7.17,34.05,8.22,Anomaly
CNC,51.82,2.95,2755,5.51,66.41,4.11,Normal
CNC,52.09,2.97,2916,6.21,67.54,4.61,Normal
CNC,85.46,6.99,3884,7.65,69.67,5.98,Anomaly
CNC,46.37,2.31,2734,5.28,30.02,4.83,Normal
CNC,78.67,5.61,4074,7.84,39.84,7.05,Anomaly
CNC,65.37,7.12,4270,8.0,47.41,8.05,Anomaly
CNC,39.43,3.01,3100,5.33,68.91,4.92,Normal
CNC,45.82,4.04,2852,5.58,66.64,4.71,Normal
CNC,74.13,6.48,4912,8.86,64.56,6.66,Anomaly
CNC,84.34,7.07,3757,7.65,50.44,6.9,Anomaly
CNC,41.91,2.91,3550,5.5,43.65,4.23,Normal
CNC,43.78,3.19,3114,6.29,36.93,3.96,Normal
CNC,45.39,1.21,3071,5.24,38.99,4.81,Normal
CNC,42.41,3.35,3374,6.1,37.25,4.55,Normal
CNC,40.91,3.3,3372,6.39,52.2,4.07,Normal
CNC,46.1,2.17,3233,5.89,50.3,4.45,Normal
CNC,45.43,1.64,3041,5.24,67.48,5.06,Normal
CNC,76.23,9.23,4441,7.8,32.35,6.54,Anomaly
CNC,47.58,3.12,3201,6.42,44.55,3.82,Normal
CNC,45.62,3.33,3284,5.11,48.6,4.99,Normal
CNC,44.45,2.26,2914,5.94,69.07,3.79,Normal
CNC,46.23,3.0,3199,5.72,57.07,3.31,Normal
CNC,34.39,2.38,2663,4.87,32.38,3.6,Normal
CNC,77.16,5.88,3923,9.88,59.55,6.92,Anomaly
CNC,89.81,5.63,4462,7.23,39.65,6.1,Anomaly
CNC,43.12,3.65,3277,6.28,69.27,3.85,Normal
CNC,43.83,2.06,3029,5.92,64.22,4.61,Normal
CNC,73.0,7.87,4860,9.0,60.34,6.29,Anomaly
CNC,48.8,3.09,2809,5.89,60.24,4.16,Normal
CNC,49.3,2.17,3333,6.6,43.24,5.26,Normal
CNC,58.37,4.14,2783,6.75,60.3,4.75,Normal
CNC,40.79,3.5,3694,6.59,35.85,4.11,Normal
CNC,42.95,2.65,3245,6.16,38.75,4.57,Normal
CNC,46.26,2.99,3377,5.24,60.81,4.39,Normal
CNC,79.48,6.43,6060,6.68,39.45,5.59,Anomaly
CNC,46.11,4.61,3695,6.08,59.58,3.94,Normal
CNC,50.92,2.84,3267,5.32,58.1,3.88,Normal
CNC,76.8,7.35,4414,7.9,45.22,8.01,Anomaly
CNC,77.66,6.54,4572,7.95,62.86,6.75,Anomaly
CNC,46.1,2.3,3364,6.05,37.31,4.26,Normal
CNC,80.59,6.92,3787,8.53,59.45,6.73,Anomaly
CNC,43.45,1.87,3136,5.49,33.73,5.08,Normal
CNC,50.52,3.65,3286,5.91,49.54,3.63,Normal
CNC,75.62,7.96,4535,9.49,41.82,5.85,Anomaly
CNC,55.05,2.04,3273,5.16,50.39,4.39,Normal
CNC,51.02,2.56,3102,6.82,47.32,3.84,Normal
CNC,41.09,1.51,3105,5.27,32.19,4.44,Normal
CNC,47.44,3.46,3632,6.0,63.53,3.9,Normal
CNC,53.97,3.21,3312,5.18,63.19,4.97,Normal
CNC,40.54,2.73,3097,5.33,33.79,4.23,Normal
CNC,47.15,3.48,3461,6.25,51.57,4.75,Normal
CNC,54.98,2.73,3966,5.31,31.12,4.63,Normal
CNC,42.28,2.75,3285,5.02,68.92,3.42,Normal
CNC,45.64,3.34,3668,5.54,66.32,4.35,Normal
CNC,44.34,3.32,3258,5.72,66.5,4.06,Normal
CNC,45.68,4.38,2632,5.84,54.26,4.99,Normal
CNC,48.87,3.07,3972,6.43,43.09,4.58,Normal
CNC,31.68,4.11,4064,5.82,61.78,4.39,Normal
CNC,37.12,3.4,3266,6.44,38.98,4.06,Normal
CNC,39.4,2.82,3193,5.87,37.8,4.52,Normal
CNC,40.51,3.69,2908,4.64,40.74,4.14,Normal
CNC,41.64,2.68,2863,5.07,41.31,4.06,Normal
CNC,63.57,6.16,3698,8.91,57.18,7.99,Anomaly
CNC,44.1,2.14,3413,5.26,60.86,5.61,Normal
CNC,43.33,2.73,3103,5.63,53.17,4.07,Normal
CNC,42.11,2.73,3539,5.93,30.77,4.15,Normal
CNC,45.04,1.94,2882,5.01,40.24,4.27,Normal
CNC,47.84,2.5,3074,6.22,50.58,3.64,Normal
Washing_Machine,54.42,6.91,1339,3.28,58.18,3.22,Anomaly
Washing_Machine,43.24,1.74,1017,1.75,63.38,1.05,Normal
Washing_Machine,63.63,4.25,1673,3.95,38.59,2.49,Anomaly
Washing_Machine,70.61,4.4,2203,3.48,41.01,2.7,Anomaly
Washing_Machine,31.48,1.7,1015,2.46,46.4,1.16,Normal
Washing_Machine,36.85,1.6,965,2.36,45.32,1.64,Normal
Washing_Machine,29.84,1.79,683,1.72,51.95,1.23,Normal
Washing_Machine,43.16,1.22,1077,1.82,61.37,1.47,Normal
Washing_Machine,35.4,1.8,1051,2.26,57.17,1.28,Normal
Washing_Machine,39.48,2.3,1221,1.87,31.22,1.33,Normal
Washing_Machine,30.37,2.26,1032,1.98,63.09,1.71,Normal
Washing_Machine,34.26,1.52,973,2.58,63.29,1.31,Normal
Washing_Machine,36.04,1.2,788,2.69,58.59,1.35,Normal
Washing_Machine,40.12,2.2,726,2.24,52.39,1.34,Normal
Washing_Machine,32.23,2.06,1108,1.58,68.86,1.72,Normal
Washing_Machine,43.62,2.29,958,2.24,64.19,1.05,Normal
Washing_Machine,42.0,1.79,828,1.78,33.14,1.53,Normal
Washing_Machine,61.94,3.58,1278,4.04,61.62,2.82,Anomaly
Washing_Machine,35.45,1.67,1146,1.7,67.66,1.22,Normal
Washing_Machine,33.72,1.99,1054,2.43,33.37,1.06,Normal
Washing_Machine,33.96,3.2,1070,2.1,58.88,1.27,Normal
Washing_Machine,35.14,2.09,719,2.57,39.83,1.1,Normal
Washing_Machine,59.72,4.09,2071,4.35,63.51,2.62,Anomaly
Washing_Machine,66.84,4.29,1807,4.24,46.72,3.37,Anomaly
Washing_Machine,36.63,1.8,905,1.92,47.0,1.23,Normal
Washing_Machine,71.24,5.22,1748,3.41,56.42,3.33,Anomaly
Washing_Machine,31.77,2.75,906,2.3,60.29,1.47,Normal
Washing_Machine,35.12,2.42,890,1.83,53.62,1.09,Normal
Washing_Machine,35.37,1.55,795,2.14,51.3,1.5,Normal
Washing_Machine,37.53,1.6,1080,2.21,67.96,1.52,Normal
Washing_Machine,37.36,1.63,1010,1.77,38.53,1.49,Normal
Washing_Machine,59.04,6.49,1450,3.68,37.08,2.69,Anomaly
Washing_Machine,75.93,8.73,1514,4.34,67.2,3.5,Anomaly
Washing_Machine,39.06,1.18,1019,2.13,49.59,1.28,Normal
Washing_Machine,37.22,1.79,1368,1.66,32.52,1.63,Normal
Washing_Machine,41.03,1.84,961,2.12,61.57,0.99,Normal
Washing_Machine,51.22,6.75,1461,4.04,37.45,3.3,Anomaly
Washing_Machine,39.24,1.9,871,2.89,46.21,1.23,Normal
Washing_Machine,49.02,3.88,1866,4.56,42.6,1.95,Anomaly
Washing_Machine,40.64,1.67,1036,1.92,35.48,1.48,Normal
Washing_Machine,33.46,2.36,795,1.89,56.38,1.4,Normal
Washing_Machine,26.1,1.96,749,2.07,36.29,1.17,Normal
Washing_Machine,64.92,6.08,1429,5.1,56.15,2.76,Anomaly
Washing_Machine,36.17,2.3,858,2.52,44.56,1.34,Normal
Washing_Machine,76.19,6.23,1336,3.62,37.34,2.72,Anomaly
Washing_Machine,32.06,2.61,1061,2.16,58.88,1.62,Normal
Washing_Machine,31.71,2.51,1009,2.29,54.48,1.39,Normal
Washing_Machine,35.8,1.47,999,1.94,66.39,1.31,Normal
Washing_Machine,39.81,1.69,834,2.47,45.27,1.51,Normal
Washing_Machine,60.85,5.25,1758,5.87,58.87,2.76,Anomaly
Washing_Machine,34.68,1.59,792,2.07,55.27,1.4,Normal
Washing_Machine,41.51,2.38,909,2.44,53.32,1.1,Normal
Washing_Machine,34.44,1.63,788,2.14,38.0,1.39,Normal
Washing_Machine,61.36,5.7,1706,4.02,31.97,3.2,Anomaly
Washing_Machine,33.53,2.0,824,1.77,34.4,1.39,Normal
Washing_Machine,72.32,5.18,1134,3.88,38.66,2.83,Anomaly
Washing_Machine,32.86,2.31,990,2.1,45.14,1.39,Normal
Washing_Machine,32.05,1.46,1006,2.63,59.67,1.24,Normal
Washing_Machine,63.35,4.45,1870,4.15,47.63,2.99,Anomaly
Washing_Machine,42.09,2.1,962,2.12,41.5,1.35,Normal
Washing_Machine,33.15,1.96,948,1.66,58.85,1.24,Normal
Washing_Machine,40.0,1.95,1078,2.37,51.68,1.07,Normal
Washing_Machine,64.25,5.93,1653,3.52,52.06,2.59,Anomaly
Washing_Machine,37.33,1.95,1063,1.74,39.13,1.36,Normal
Washing_Machine,37.89,1.39,896,2.43,64.44,1.28,Normal
Washing_Machine,42.1,1.64,966,1.87,38.84,1.16,Normal
Washing_Machine,40.23,2.05,1144,1.29,60.36,1.32,Normal
Washing_Machine,67.44,5.76,1833,4.91,63.05,2.82,Anomaly
Washing_Machine,30.72,1.62,1046,1.85,36.42,1.28,Normal
Washing_Machine,35.82,1.99,946,1.92,61.27,1.35,Normal
Washing_Machine,38.3,1.81,888,2.0,36.28,0.97,Normal
Washing_Machine,35.59,1.79,949,2.12,42.26,1.64,Normal
Washing_Machine,42.34,2.14,958,2.06,57.49,1.27,Normal
Washing_Machine,34.13,2.27,1045,1.81,45.96,1.42,Normal
Washing_Machine,36.5,2.18,894,1.95,69.34,1.25,Normal
Washing_Machine,32.68,2.18,800,2.31,47.51,0.76,Normal
Washing_Machine,36.61,2.77,906,1.79,41.34,1.38,Normal
Washing_Machine,33.56,1.02,929,1.78,30.76,1.3,Normal
Washing_Machine,31.09,1.97,802,2.06,57.34,0.99,Normal
Washing_Machine,33.19,1.74,858,1.97,41.77,1.34,Normal
Washing_Machine,60.06,6.19,1151,3.96,58.14,2.62,Anomaly
Washing_Machine,36.56,2.21,895,1.77,54.81,1.33,Normal
Washing_Machine,67.06,5.51,1612,5.31,55.86,2.92,Anomaly
Washing_Machine,31.26,1.67,940,1.72,35.97,1.32,Normal
Washing_Machine,30.16,2.3,636,2.18,37.99,1.36,Normal
Washing_Machine,74.69,4.64,1651,4.47,57.56,3.2,Anomaly
Washing_Machine,42.63,2.16,916,1.56,37.15,1.25,Normal
Washing_Machine,31.69,1.73,767,2.45,55.38,1.28,Normal
Washing_Machine,38.91,1.55,948,2.49,69.45,1.33,Normal
Washing_Machine,38.42,1.87,935,2.11,37.52,1.45,Normal
Washing_Machine,37.92,1.4,864,2.35,67.36,1.11,Normal
Washing_Machine,42.41,1.47,769,2.47,67.61,1.22,Normal
Washing_Machine,40.04,1.89,850,2.14,56.99,0.98,Normal
Washing_Machine,37.71,1.63,814,2.73,45.79,1.4,Normal
Washing_Machine,34.6,1.33,1079,2.31,68.35,1.21,Normal
Washing_Machine,43.13,2.59,907,1.86,63.86,0.99,Normal
Washing_Machine,35.84,2.31,871,2.28,52.97,1.36,Normal
Washing_Machine,37.58,1.34,1135,1.74,47.02,1.34,Normal
Washing_Machine,34.64,2.47,824,1.85,45.25,1.36,Normal
Washing_Machine,32.02,0.65,933,2.32,67.84,1.44,Normal
Washing_Machine,45.42,1.77,1024,1.92,37.59,0.93,Normal
Washing_Machine,68.56,5.29,1394,4.33,49.91,2.98,Anomaly
Washing_Machine,37.91,1.6,1072,1.81,60.75,1.36,Normal
Washing_Machine,58.69,5.15,1744,4.17,69.45,2.85,Anomaly
Washing_Machine,61.72,4.29,1861,4.75,48.09,3.18,Anomaly
Washing_Machine,35.76,0.85,1007,2.02,57.64,1.45,Normal
Washing_Machine,37.41,1.67,914,2.32,59.6,1.37,Normal
Washing_Machine,70.67,5.77,1532,4.07,41.01,2.68,Anomaly
Washing_Machine,34.24,2.35,816,1.96,51.97,1.86,Normal
Washing_Machine,37.49,2.03,881,1.54,68.95,1.05,Normal
Washing_Machine,39.18,2.18,1008,1.68,64.45,1.63,Normal
Washing_Machine,36.87,1.72,1026,1.92,58.15,1.43,Normal
Washing_Machine,42.01,2.34,790,2.09,69.59,1.35,Normal
Washing_Machine,39.32,1.43,752,1.82,56.8,1.38,Normal
Washing_Machine,28.66,1.67,1069,2.38,53.04,1.31,Normal
Washing_Machine,63.17,6.01,2007,3.41,61.52,2.69,Anomaly
Washing_Machine,30.18,1.39,1143,2.14,60.73,1.33,Normal
Washing_Machine,40.97,0.9,1031,2.36,61.39,1.23,Normal
Washing_Machine,32.83,2.0,868,2.26,47.63,1.45,Normal
Washing_Machine,69.17,4.52,1572,3.57,47.91,2.34,Anomaly
Washing_Machine,73.67,4.37,1315,4.57,30.04,2.33,Anomaly
Washing_Machine,35.17,1.49,886,2.4,50.16,1.28,Normal
Washing_Machine,55.21,4.4,1783,4.27,65.44,2.58,Anomaly
Washing_Machine,62.59,3.86,1842,3.95,61.7,2.79,Anomaly
Washing_Machine,33.62,1.66,1116,2.49,65.28,1.37,Normal
Washing_Machine,28.84,2.04,804,2.26,40.31,1.41,Normal
Washing_Machine,27.53,2.88,937,2.23,59.71,1.47,Normal
Washing_Machine,51.48,5.32,1606,4.29,62.28,2.6,Anomaly
Washing_Machine,58.67,5.73,1493,2.88,57.98,2.44,Anomaly
Washing_Machine,35.16,2.52,1112,2.23,48.88,1.64,Normal
Washing_Machine,47.85,4.6,1753,3.87,33.71,3.43,Anomaly
Washing_Machine,39.39,2.1,1095,2.1,48.46,1.14,Normal
Washing_Machine,38.69,2.87,864,2.25,59.89,1.26,Normal
Washing_Machine,35.25,2.24,861,1.91,64.21,1.13,Normal
Washing_Machine,36.61,2.49,820,1.45,57.83,1.38,Normal
Washing_Machine,30.95,2.78,1154,2.73,68.22,1.14,Normal
Washing_Machine,35.02,1.34,932,2.16,37.29,1.46,Normal
Washing_Machine,68.06,4.27,1656,4.15,46.44,3.48,Anomaly
Washing_Machine,34.81,1.2,939,2.44,42.82,1.43,Normal
Washing_Machine,32.81,0.0,1024,2.16,36.27,1.22,Normal
Washing_Machine,71.31,4.04,1416,3.77,36.24,2.94,Anomaly
Washing_Machine,39.36,3.19,964,2.21,35.47,1.52,Normal
Washing_Machine,33.28,1.8,881,2.25,69.94,1.56,Normal
Washing_Machine,40.81,2.54,998,1.85,66.95,1.44,Normal
Washing_Machine,26.59,2.53,1109,2.06,57.92,1.34,Normal
Washing_Machine,34.81,1.71,1169,2.01,48.64,1.54,Normal
Washing_Machine,39.19,1.93,993,2.23,50.04,1.38,Normal
Washing_Machine,33.81,2.29,882,2.37,32.34,1.48,Normal
Washing_Machine,35.94,2.4,748,1.53,60.22,1.75,Normal
Washing_Machine,36.86,1.15,1032,1.82,36.98,1.21,Normal
Washing_Machine,30.63,1.58,863,2.28,54.46,1.27,Normal
Washing_Machine,38.57,2.23,1133,2.79,67.71,1.59,Normal
Washing_Machine,45.98,1.8,1146,2.46,45.84,1.11,Normal
Washing_Machine,57.36,5.14,1522,4.07,39.04,2.69,Anomaly
Washing_Machine,72.52,4.86,1681,3.34,58.0,2.78,Anomaly
Washing_Machine,73.28,5.14,1402,3.5,33.66,2.61,Anomaly
Washing_Machine,34.37,1.56,1028,2.21,66.17,1.42,Normal
Washing_Machine,33.78,3.09,1100,2.36,63.76,1.2,Normal
Washing_Machine,31.23,2.63,1129,1.85,50.26,1.35,Normal
Washing_Machine,34.47,1.65,861,2.3,56.92,1.2,Normal
Washing_Machine,42.01,4.78,1940,3.36,64.93,2.7,Anomaly
Washing_Machine,35.99,2.45,974,1.98,58.55,1.39,Normal
Washing_Machine,62.69,5.59,1850,3.77,55.43,3.01,Anomaly
Washing_Machine,58.03,6.36,1549,5.58,58.42,2.51,Anomaly
Washing_Machine,40.16,1.74,938,2.45,56.96,1.03,Normal
Washing_Machine,34.09,1.89,740,2.61,37.26,1.09,Normal
Washing_Machine,34.02,1.8,1076,2.14,36.17,1.53,Normal
Washing_Machine,63.41,4.96,1696,4.61,69.31,3.04,Anomaly
Washing_Machine,76.06,5.76,1591,3.33,32.41,2.56,Anomaly
Washing_Machine,58.68,4.23,1467,3.1,40.83,2.94,Anomaly
Washing_Machine,34.82,1.8,1066,2.25,42.0,1.98,Normal
Washing_Machine,62.85,4.78,1338,3.47,49.74,2.62,Anomaly
Washing_Machine,32.38,2.37,973,2.04,61.82,1.14,Normal
Washing_Machine,38.76,2.63,1033,2.35,47.68,1.41,Normal
Washing_Machine,33.16,1.31,798,2.21,48.53,1.05,Normal
Washing_Machine,39.18,1.41,948,2.25,51.34,1.12,Normal
Washing_Machine,40.93,1.56,935,1.82,56.92,1.34,Normal
Washing_Machine,31.17,2.1,1148,2.68,46.97,1.47,Normal
Washing_Machine,33.03,1.82,992,2.25,38.58,1.64,Normal
Washing_Machine,30.5,1.64,928,1.68,35.07,1.47,Normal
Washing_Machine,27.87,2.74,1077,1.96,34.63,1.39,Normal
Washing_Machine,38.86,2.21,951,1.89,63.37,1.18,Normal
Washing_Machine,32.04,1.74,982,2.44,41.79,1.44,Normal
Washing_Machine,29.42,1.71,834,1.99,55.69,1.45,Normal
Washing_Machine,52.42,6.14,1500,3.56,45.63,2.45,Anomaly
Washing_Machine,36.78,2.23,994,1.73,65.6,0.91,Normal
Washing_Machine,55.5,5.5,1924,2.78,35.93,2.84,Anomaly
Washing_Machine,30.45,2.09,1124,1.85,39.9,1.18,Normal
Washing_Machine,31.74,2.68,1128,2.25,68.02,1.44,Normal
Washing_Machine,34.87,1.87,766,2.34,37.05,1.17,Normal
Washing_Machine,36.96,1.84,933,2.45,34.65,1.14,Normal
Washing_Machine,37.39,1.9,1062,1.89,35.05,1.05,Normal
Washing_Machine,42.42,1.46,1021,2.39,43.12,1.22,Normal
Washing_Machine,32.53,1.57,1047,2.04,37.97,1.11,Normal
Washing_Machine,37.44,2.16,826,2.45,37.47,1.26,Normal
Washing_Machine,31.25,2.43,733,2.57,63.59,1.52,Normal
Washing_Machine,31.58,1.67,989,1.88,51.84,1.04,Normal
Washing_Machine,30.31,1.41,942,1.97,51.76,1.14,Normal
Washing_Machine,33.96,2.58,936,2.04,63.12,1.37,Normal
Washing_Machine,33.96,1.71,1034,3.01,58.97,1.29,Normal
Washing_Machine,29.12,1.65,994,1.59,62.86,1.03,Normal
Washing_Machine,37.38,2.28,914,2.55,35.26,1.57,Normal
Washing_Machine,30.98,1.51,926,1.92,41.95,1.4,Normal
Washing_Machine,36.6,2.55,994,2.16,46.04,1.57,Normal
Washing_Machine,36.17,2.25,929,2.61,65.71,1.55,Normal
Washing_Machine,31.74,2.04,1081,1.8,32.76,1.23,Normal
Washing_Machine,39.92,2.57,1027,2.09,48.6,0.94,Normal
Washing_Machine,43.03,2.03,1065,2.12,68.57,1.42,Normal
Washing_Machine,38.41,2.46,998,2.67,62.16,1.3,Normal
Washing_Machine,42.48,2.35,915,2.0,46.99,1.47,Normal
Washing_Machine,33.17,2.86,973,2.66,46.2,1.36,Normal
Washing_Machine,59.54,5.3,1290,4.75,43.29,2.74,Anomaly
Washing_Machine,34.82,1.72,992,1.73,61.61,0.93,Normal
Washing_Machine,38.1,1.33,1060,2.46,45.52,1.36,Normal
Washing_Machine,39.43,2.08,771,1.57,68.29,1.21,Normal
Washing_Machine,36.37,1.25,789,1.89,50.37,1.57,Normal
Washing_Machine,28.41,1.71,573,2.08,64.48,1.34,Normal
Washing_Machine,37.3,2.05,1239,1.86,60.23,1.12,Normal
Washing_Machine,34.14,1.47,952,2.16,63.37,1.45,Normal
Washing_Machine,36.49,1.8,958,1.57,58.99,1.14,Normal
Washing_Machine,38.34,1.93,694,2.08,40.51,1.12,Normal
Washing_Machine,40.2,1.72,965,1.9,69.05,1.32,Normal
Washing_Machine,59.66,6.11,1653,3.57,63.88,2.51,Anomaly
Washing_Machine,38.25,2.03,1069,2.31,40.98,1.11,Normal
Washing_Machine,51.73,5.49,1374,4.66,66.72,2.14,Anomaly
Washing_Machine,37.2,1.44,1067,1.8,42.94,1.11,Normal
Washing_Machine,75.46,7.29,1625,3.65,51.67,2.84,Anomaly
Washing_Machine,30.61,2.26,781,2.37,68.77,1.26,Normal
Washing_Machine,36.52,1.53,1154,2.31,48.76,0.97,Normal
Washing_Machine,33.82,1.41,867,2.38,53.32,1.03,Normal
Washing_Machine,59.39,7.01,1563,3.78,64.14,2.66,Anomaly
Washing_Machine,33.08,1.89,843,1.98,60.19,1.1,Normal
Washing_Machine,35.5,1.58,949,1.82,38.74,1.54,Normal
Washing_Machine,41.75,1.31,994,1.72,37.98,1.67,Normal
Washing_Machine,33.41,2.11,1047,2.33,56.41,1.14,Normal
Washing_Machine,36.58,2.58,964,2.24,58.6,1.15,Normal
Washing_Machine,37.26,2.36,1075,2.26,62.51,1.23,Normal
Washing_Machine,34.68,1.46,910,2.12,33.4,1.28,Normal
Washing_Machine,40.98,2.2,1088,2.19,30.11,1.66,Normal
Washing_Machine,38.33,1.64,831,1.82,62.04,1.3,Normal
Washing_Machine,35.86,1.38,898,2.33,34.55,1.19,Normal
Washing_Machine,33.31,2.04,771,2.72,33.66,1.25,Normal
Washing_Machine,33.63,2.34,1021,1.74,46.2,1.45,Normal
Washing_Machine,32.22,2.86,966,2.38,59.29,1.32,Normal
Washing_Machine,40.11,1.55,954,2.16,55.99,1.37,Normal
Washing_Machine,68.84,6.61,1790,3.09,63.93,2.45,Anomaly
Washing_Machine,34.09,1.64,1023,1.57,31.25,0.59,Normal
Washing_Machine,37.55,1.88,906,1.9,56.1,1.1,Normal
Washing_Machine,42.15,2.19,989,2.63,34.48,1.19,Normal
Washing_Machine,36.91,1.91,760,2.15,60.44,1.16,Normal
Washing_Machine,29.42,1.34,840,1.79,61.48,1.44,Normal
Washing_Machine,38.9,1.32,982,1.98,30.23,0.97,Normal
Washing_Machine,33.21,1.85,1024,2.41,52.22,1.22,Normal
Washing_Machine,36.82,2.96,1094,2.36,48.42,1.12,Normal
Washing_Machine,30.69,2.51,797,1.87,47.09,1.0,Normal
Washing_Machine,48.09,1.88,789,2.39,30.26,0.94,Normal
Washing_Machine,32.78,7.14,1477,3.15,50.0,1.73,Anomaly
Washing_Machine,39.43,1.6,1016,2.72,59.61,1.28,Normal
Washing_Machine,36.32,2.93,776,2.1,38.5,1.28,Normal
Washing_Machine,30.56,2.54,856,1.97,30.56,1.43,Normal
Washing_Machine,34.67,1.03,1098,2.06,42.31,1.12,Normal
Washing_Machine,38.71,2.26,1294,2.19,43.22,1.31,Normal
Washing_Machine,31.03,2.11,939,2.21,60.09,1.46,Normal
Washing_Machine,35.19,1.54,896,2.26,65.55,1.05,Normal
Washing_Machine,37.56,2.43,971,1.8,52.71,0.97,Normal
Washing_Machine,38.72,1.02,1006,2.11,50.74,1.39,Normal
Washing_Machine,35.02,1.77,993,2.31,36.06,1.43,Normal
Washing_Machine,39.48,2.29,971,2.04,31.47,1.41,Normal
Washing_Machine,36.32,2.22,834,2.37,39.88,1.01,Normal
Washing_Machine,34.73,1.62,750,2.08,34.6,1.38,Normal
Washing_Machine,74.67,6.69,1658,4.28,54.12,2.12,Anomaly
Washing_Machine,60.21,4.35,1471,4.45,48.21,2.06,Anomaly
Washing_Machine,25.56,1.7,1203,2.12,49.66,1.2,Normal
Washing_Machine,62.27,4.65,1790,4.09,60.65,2.38,Anomaly
Washing_Machine,67.56,4.11,1505,3.45,54.47,2.57,Anomaly
Washing_Machine,44.85,2.23,1089,1.99,49.67,1.48,Normal
Washing_Machine,62.07,4.57,1758,4.13,42.35,2.33,Anomaly
Washing_Machine,28.66,2.85,859,1.83,55.23,1.51,Normal
Washing_Machine,37.09,2.47,922,2.14,59.29,1.37,Normal
Washing_Machine,37.88,2.21,641,1.78,40.45,1.45,Normal
Washing_Machine,30.57,2.9,1035,1.45,64.11,1.0,Normal
Washing_Machine,42.59,1.68,1067,2.04,50.5,1.29,Normal
Washing_Machine,67.79,5.12,1482,3.31,66.12,2.85,Anomaly
Washing_Machine,38.39,1.94,800,2.09,30.07,0.98,Normal
Washing_Machine,33.58,1.19,960,2.09,43.3,1.56,Normal
Washing_Machine,43.65,1.93,992,1.43,54.83,1.35,Normal
Washing_Machine,46.11,0.86,1128,1.62,46.0,1.42,Normal
Washing_Machine,37.16,1.77,1023,2.17,62.0,1.45,Normal
Washing_Machine,33.85,1.02,1022,1.97,55.05,1.31,Normal
Washing_Machine,40.35,2.27,869,2.27,40.96,1.22,Normal
Washing_Machine,34.28,2.06,887,1.89,57.45,1.21,Normal
Washing_Machine,58.13,5.48,1604,3.62,50.2,3.23,Anomaly
Washing_Machine,29.27,2.23,982,1.96,55.07,0.97,Normal
Washing_Machine,37.93,3.48,914,2.35,32.65,1.47,Normal
Washing_Machine,70.38,5.79,1497,3.44,43.5,3.18,Anomaly
Washing_Machine,38.72,1.66,889,1.15,50.38,1.85,Normal
Washing_Machine,29.78,2.4,928,2.01,61.41,1.13,Normal
